PlayerA,PlayerB,RankA,RankB,RankDiff,WinnerBinary
Arthurs W.,Grosjean S.,77,14,63.0,0
El Aynaoui Y.,Massu N.,22,80,-58.0,1
Galvani S.,Nieminen J.,159,32,127.0,0
Elseneer G.,Soderling R.,160,152,8.0,0
Moodie W.,Niemeyer F.,150,308,-158.0,1
Popp A.,Sluiter R.,198,67,131.0,1
Dupuis A.,Rochus O.,74,65,9.0,0
Lopez F.,Youzhny M.,52,25,27.0,1
Calleri A.,Saretta F.,18,60,-42.0,0
Clement A.,Gimelstob J.,30,96,-66.0,0
Lapentti N.,Schalken S.,47,12,35.0,0
Mutis O.,Srichaphan P.,78,11,67.0,0
Robredo T.,Vahaly B.,21,81,-60.0,1
Childs L.,Nadal R.,489,76,413.0,0
Santoro F.,Schuettler R.,49,8,41.0,0
Fish M.,Gambill J.M.,45,42,3.0,1
Burgsmuller L.,Montanes A.,88,109,-21.0,1
Kuerten G.,Martin T.,13,102,-89.0,0
Chela J.I.,Hanescu V.,34,99,-65.0,0
Federer R.,Koubek S.,5,70,-65.0,1
Roddick A.,Rusedski G.,6,51,-45.0,1
Baccanello P.,Karlovic I.,204,203,1.0,0
Bjorkman J.,Melzer J.,79,100,-21.0,1
Ljubicic I.,Mirnyi M.,39,43,-4.0,0
Enqvist T.,Grosjean S.,106,14,92.0,0
Horna L.,Novak J.,114,10,104.0,0
Soderling R.,Verkerk M.,152,16,136.0,1
Mantilla F.,Niemeyer F.,17,308,-291.0,0
Agassi A.,Delgado J.,1,458,-457.0,1
Philippoussis M.,Zabaleta M.,48,40,8.0,1
Llodra M.,Sanchez D.,136,58,78.0,1
Elseneer G.,Kiefer N.,160,72,88.0,1
Draper S.,Mathieu P.H.,115,56,59.0,1
Henman T.,Zib T.,29,154,-125.0,1
Ferrer D.,Lee M.,64,332,-268.0,1
Nieminen J.,Verdasco F.,32,121,-89.0,1
Kafelnikov Y.,Sluiter R.,23,67,-44.0,0
Clement A.,Ginepri R.,30,54,-24.0,1
Moodie W.,Rosset M.,150,104,46.0,1
Mertinak M.,Stepanek R.,327,38,289.0,0
Ferreira W.,Kucera K.,24,46,-22.0,0
Boutter J.,Galvani S.,95,159,-64.0,0
Blake J.,Larkham T.,27,186,-159.0,1
Ferrero J.C.,Lisnard J.R.,3,94,-91.0,1
Bogdanovic A.,Sargsian S.,305,62,243.0,0
Krajan Z.,Massu N.,120,80,40.0,0
El Aynaoui Y.,Hilton M.,22,382,-360.0,1
Malisse X.,Saulnier C.,31,124,-93.0,0
Norman D.,Suzuki T.,112,303,-191.0,0
Arthurs W.,Martin A.,77,63,14.0,1
Economidis K.,Escude N.,280,61,219.0,0
Nalbandian D.,Voltchkov V.,9,59,-50.0,1
Arazi H.,Popp A.,90,198,-108.0,0
Coria G.,Rochus O.,7,65,-58.0,0
Bloomfield R.,Dupuis A.,413,74,339.0,0
Puerta M.,Sa A.,87,84,3.0,0
Federer R.,Lee H.T.,5,55,-50.0,1
Gambill J.M.,Kunitsyn I.,42,146,-104.0,1
Vahaly B.,Volandri F.,81,69,12.0,1
Parmar A.,Schalken S.,209,12,197.0,0
Behrend T.,Chela J.I.,98,34,64.0,0
Gonzalez F.,Melzer J.,15,100,-85.0,0
Gimelstob J.,Labadze I.,96,103,-7.0,1
Beck K.,Youzhny M.,75,25,50.0,0
Mackin A.,Saretta F.,356,60,296.0,0
Mirnyi M.,Spadea V.,43,33,10.0,1
Kendrick R.,Lopez F.,130,52,78.0,0
Roddick A.,Sanguinetti D.,6,91,-85.0,1
Hanescu V.,Portas A.,99,85,14.0,1
Bjorkman J.,Luxa P.,79,253,-174.0,1
Rusedski G.,Waske A.,51,116,-65.0,1
Kuerten G.,van Lottum J.,13,89,-76.0,1
Calleri A.,Voinea A.,18,113,-95.0,1
Carlsen K.,Lapentti N.,83,47,36.0,0
Koubek S.,Rochus C.,70,92,-22.0,1
Fish M.,Gaudio G.,45,26,19.0,1
Acasuso J.,Robredo T.,53,21,32.0,0
Dent T.,Ljubicic I.,37,39,-2.0,0
Kratochvil M.,Schuettler R.,101,8,93.0,0
Ancic M.,Nadal R.,68,76,-8.0,0
Hewitt L.,Karlovic I.,2,203,-201.0,0
Baccanello P.,Heuberger I.,204,137,67.0,1
Mutis O.,Squillari F.,78,86,-8.0,1
Martin T.,Vicente F.,102,57,45.0,1
Hrbaty D.,Srichaphan P.,66,11,55.0,0
Childs L.,Davydenko N.,489,35,454.0,1
Santoro F.,Vinciguerra A.,49,107,-58.0,1
Ancic M.,Federer R.,154,9,145.0,1
Vahaly B.,Youzhny M.,143,61,82.0,0
Enqvist T.,Parmar A.,26,163,-137.0,1
Arthurs W.,Russell M.,89,161,-72.0,1
Agassi A.,Levy H.,4,326,-322.0,1
Lee M.,Sampras P.,116,13,103.0,0
Blake J.,Zabaleta M.,34,44,-10.0,1
Ferrero J.C.,Godwin N.,8,107,-99.0,1
Ferreira W.,Portas A.,51,68,-17.0,1
Bogdanovic A.,Escude N.,491,33,458.0,0
Dent T.,Mirnyi M.,109,29,80.0,1
Cowan B.,Savolt A.,251,69,182.0,1
Meligeni F.,Novak J.,60,12,48.0,0
Carlsen K.,Pavel A.,81,21,60.0,0
Boutter J.,Philippoussis M.,50,104,-54.0,0
Balcells J.,Kiefer N.,125,54,71.0,0
Beck K.,Simoni A.,210,121,89.0,1
Hipfl M.,Thomann N.,88,237,-149.0,0
Brasington J.,Srichaphan P.,136,67,69.0,0
Larsson M.,Spadea V.,131,72,59.0,0
Gaudio G.,Youzhny M.,28,61,-33.0,0
Canas G.,Lopez F.,17,103,-86.0,0
Ferreira W.,Ljubicic I.,51,36,15.0,1
Bastl G.,Sampras P.,145,13,132.0,1
Krajicek R.,Philippoussis M.,1093,104,989.0,1
Malisse X.,Nalbandian D.,35,32,3.0,0
Lapentti N.,Nalbandian D.,27,32,-5.0,0
Krajicek R.,Malisse X.,1093,35,1058.0,0
Hewitt L.,Schalken S.,1,23,-22.0,1
Malisse X.,Rusedski G.,35,39,-4.0,1
Clement A.,Lapentti N.,38,27,11.0,0
Henman T.,Kratochvil M.,5,45,-40.0,1
Sa A.,Saretta F.,90,71,19.0,1
Lapentti N.,Pavel A.,27,21,6.0,1
Blake J.,Krajicek R.,34,1093,-1059.0,0
Delgado J.,Lapentti N.,157,27,130.0,0
Bower J.,Koubek S.,268,41,227.0,0
Knowle J.,Llodra M.,95,102,-7.0,1
Lee H.T.,Stoliarov A.,97,96,1.0,1
Economidis K.,Lopez F.,238,103,135.0,0
Dupuis A.,Sa A.,92,90,2.0,0
Johansson T.,Saretta F.,11,71,-60.0,0
Calleri A.,Santoro F.,56,37,19.0,0
Chang M.,Schalken S.,99,23,76.0,0
Beck K.,Pavel A.,210,21,189.0,0
Lee H.T.,Rusedski G.,97,39,58.0,0
Saretta F.,Waske A.,71,158,-87.0,1
Sluiter R.,Stepanek R.,76,147,-71.0,0
Santoro F.,Voinea A.,37,63,-26.0,0
Cowan B.,Lapentti N.,251,27,224.0,0
Kratochvil M.,Labadze I.,45,86,-41.0,1
Draper S.,Henman T.,230,5,225.0,0
Escude N.,Rosset M.,33,115,-82.0,1
Arthurs W.,Dent T.,89,109,-20.0,1
Koubek S.,Sa A.,41,90,-49.0,0
Ferreira W.,Henman T.,51,5,46.0,0
Krajicek R.,Squillari F.,1093,111,982.0,1
Henman T.,Sa A.,5,90,-85.0,1
Lopez F.,Sa A.,103,90,13.0,0
Arthurs W.,Nalbandian D.,89,32,57.0,0
Escude N.,Youzhny M.,33,61,-28.0,0
Vacek J.,Voinea A.,80,63,17.0,1
Kiefer N.,Philippoussis M.,54,104,-50.0,0
Lopez F.,Schuettler R.,103,24,79.0,1
Gaudenzi A.,Waske A.,70,158,-88.0,0
El Aynaoui Y.,Labadze I.,18,86,-68.0,0
Caratti C.,Draper S.,213,230,-17.0,0
Carraz G.,Mamiit C.,168,101,67.0,1
Sargsian S.,Vicente F.,73,55,18.0,1
Nalbandian D.,Sanchez D.,32,62,-30.0,1
Rochus C.,Rochus O.,85,64,21.0,0
Knowle J.,Nieminen J.,95,42,53.0,1
Hewitt L.,Nalbandian D.,1,32,-31.0,1
Clement A.,Montanes A.,38,57,-19.0,1
Galvani S.,Martin A.,106,59,47.0,0
Clavet F.,Mathieu P.H.,78,75,3.0,0
Morrison J.,Okun N.,98,110,-12.0,1
Mackin A.,Nieminen J.,355,42,313.0,0
Golmard J.,Vacek J.,66,80,-14.0,0
Roddick A.,Ulihrach B.,14,52,-38.0,1
Clement A.,Rochus O.,38,64,-26.0,1
Malisse X.,Spadea V.,35,72,-37.0,1
Kafelnikov Y.,Thomann N.,6,237,-231.0,1
Dent T.,Gambill J.M.,109,58,51.0,1
Clement A.,Martin T.,38,40,-2.0,1
Schalken S.,Vacek J.,23,80,-57.0,1
Hewitt L.,Youzhny M.,1,61,-60.0,1
Hewitt L.,Knowle J.,1,95,-94.0,1
Kratochvil M.,Stepanek R.,45,147,-102.0,1
Krajicek R.,Srichaphan P.,1093,67,1026.0,1
Arthurs W.,Novak J.,89,12,77.0,1
Gaudio G.,Guzman J.P.,28,288,-260.0,1
Gambill J.M.,Massu N.,58,65,-7.0,1
Canas G.,Kohlmann M.,17,112,-95.0,1
Blanco G.,Malisse X.,137,35,102.0,0
Martin T.,Sanguinetti D.,40,48,-8.0,1
Enqvist T.,Philippoussis M.,26,104,-78.0,0
Martin A.,Roddick A.,59,14,45.0,0
Sargsian S.,Schuettler R.,73,24,49.0,0
Agassi A.,Srichaphan P.,4,67,-63.0,0
Ancic M.,Vacek J.,154,80,74.0,0
Ferrero J.C.,Morrison J.,8,98,-90.0,0
Mathieu P.H.,Nalbandian D.,75,32,43.0,0
Gonzalez F.,Kiefer N.,43,54,-11.0,0
Carraz G.,Hewitt L.,168,1,167.0,0
Morrison J.,Schalken S.,98,23,75.0,0
Roddick A.,Rusedski G.,14,39,-25.0,0
Bastl G.,Nalbandian D.,145,32,113.0,0
Kafelnikov Y.,Malisse X.,6,35,-29.0,0
Delgado R.,Ljubicic I.,94,36,58.0,0
Davydenko N.,Kratochvil M.,84,45,39.0,0
Hrbaty D.,Kafelnikov Y.,53,6,47.0,0
Bjorkman J.,Hewitt L.,47,1,46.0,0
Bachelot J.F,Henman T.,165,5,160.0,0
Burgsmuller L.,Chang M.,113,99,14.0,0
Coutelot N.,Voinea A.,91,63,28.0,0
Saulnier C.,Stepanek R.,156,147,9.0,0
Arazi H.,Schuettler R.,46,24,22.0,0
Pless K.,Schalken S.,82,23,59.0,0
Pioline C.,Safin M.,93,2,91.0,0
Robredo T.,Sluiter R.,31,76,-45.0,0
Melzer J.,Rusedski G.,105,39,66.0,0
Acasuso J.,Rosset M.,87,115,-28.0,0
Henman T.,Hewitt L.,5,1,4.0,0
Rochus O.,Safin M.,64,2,62.0,1
Chela J.I.,Gonzalez F.,22,43,-21.0,0
Bastl G.,Golovanov D.,145,152,-7.0,1
Federer R.,Sampras P.,15,6,9.0,1
Larsson M.,Woodruff C.,280,97,183.0,1
Henman T.,Lee M.,11,130,-119.0,1
Escude N.,Paes L.,38,284,-246.0,1
Clement A.,Puentes G.,12,99,-87.0,1
Agassi A.,Massu N.,2,89,-87.0,1
Kiefer N.,Pless K.,29,100,-71.0,1
Ivanisevic G.,Rusedski G.,125,40,85.0,1
Agassi A.,Delgado J.,2,182,-180.0,1
Lee M.,Pozzi G.,130,74,56.0,1
Kafelnikov Y.,Yoon Y.,7,160,-153.0,1
Ivanisevic G.,Jonsson F.,125,197,-72.0,1
Grosjean S.,Kratochvil M.,8,73,-65.0,1
Ferrero J.C.,Milligan L.,4,522,-518.0,1
Federer R.,Rochus C.,15,83,-68.0,1
Escude N.,Fish M.,38,171,-133.0,1
Bryan B.,Ulihrach B.,157,44,113.0,1
Black B.,Martin A.,76,36,40.0,1
Bjorkman J.,Burgsmuller L.,41,70,-29.0,1
Arazi H.,Sanchez D.,27,86,-59.0,1
Agassi A.,Wessels P.,2,93,-91.0,1
Santoro F.,Zabaleta M.,25,106,-81.0,1
Novak J.,Vicente F.,42,58,-16.0,1
Pless K.,Siemerink J.,100,88,12.0,1
Black B.,Rusedski G.,76,40,36.0,0
Mirnyi M.,Santoro F.,51,25,26.0,0
Dupuis A.,Youzhny M.,69,85,-16.0,0
Clement A.,Safin M.,12,3,9.0,0
Canas G.,Enqvist T.,49,13,36.0,0
Black W.,Enqvist T.,149,13,136.0,0
Ferrero J.C.,Rusedski G.,4,40,-36.0,0
Gustafsson M.,Hewitt L.,57,5,52.0,0
Derepasko A.,Henman T.,272,11,261.0,0
Bruguera S.,Dent T.,61,143,-82.0,0
Diaz J.,Malisse X.,68,53,15.0,0
Acasuso J.,Sargsian S.,81,124,-43.0,0
Arthurs W.,Mirnyi M.,45,51,-6.0,0
Blanco G.,Nestor D.,60,154,-94.0,0
Grosjean S.,Schuettler R.,8,54,-46.0,1
El Aynaoui Y.,Vinciguerra A.,82,37,45.0,1
Black W.,Mantilla F.,149,87,62.0,1
Enqvist T.,Rafter P.,13,10,3.0,0
Sampras P.,Sargsian S.,6,124,-118.0,1
Arazi H.,Rafter P.,27,10,17.0,0
Bjorkman J.,Federer R.,41,15,26.0,0
Damm M.,Enqvist T.,155,13,142.0,0
Delgado J.,Medvedev A.,182,119,63.0,1
Cowan B.,Hilton M.,265,383,-118.0,1
Heuberger I.,Roddick A.,137,33,104.0,0
Pioline C.,Tabara M.,72,52,20.0,1
Enqvist T.,Huet S.,13,179,-166.0,1
Arazi H.,Rochus O.,27,63,-36.0,1
Bjorkman J.,Chang M.,41,48,-7.0,1
Balcells J.,Carlsen K.,62,1013,-951.0,0
Clavet F.,Sampras P.,56,6,50.0,0
Ljubicic I.,Schuettler R.,71,54,17.0,0
Rafter P.,Vacek D.,10,934,-924.0,1
Puentes G.,Puerta M.,99,104,-5.0,1
Agassi A.,Kiefer N.,2,29,-27.0,1
Nestor D.,Safin M.,154,3,151.0,0
Santoro F.,Youzhny M.,25,85,-60.0,0
Ferreira W.,Stoliarov A.,17,92,-75.0,0
Levy H.,Robredo T.,30,59,-29.0,0
Dosedel S.,Rafter P.,102,10,92.0,0
Johansson T.,Roddick A.,14,33,-19.0,0
Robredo T.,Sargsian S.,59,124,-65.0,0
Bryan B.,Schalken S.,157,28,129.0,0
Voltchkov V.,Youzhny M.,31,85,-54.0,0
Larsson M.,Martin T.,280,34,246.0,0
El Aynaoui Y.,Hewitt L.,82,5,77.0,0
Calatrava A.,Kiefer N.,47,29,18.0,0
Calleri A.,Rochus O.,80,63,17.0,0
Squillari F.,Vinciguerra A.,24,37,-13.0,0
Childs L.,Massu N.,317,89,228.0,0
Boutter J.,Stoltenberg J.,66,116,-50.0,0
Hrbaty D.,Sluiter R.,20,98,-78.0,0
Knowle J.,Safin M.,164,3,161.0,0
Pavel A.,Rusedski G.,43,40,3.0,0
Lee H.T.,Prinosil D.,64,46,18.0,0
Elsner D.,Paes L.,150,284,-134.0,0
Sluiter R.,Woodbridge T.,98,201,-103.0,1
Kafelnikov Y.,Parmar A.,7,211,-204.0,1
Ivanisevic G.,Moya C.,125,22,103.0,1
Canas G.,Kafelnikov Y.,49,7,42.0,1
Clement A.,Sluiter R.,12,98,-86.0,1
Agassi A.,Escude N.,2,38,-36.0,1
Rafter P.,Youzhny M.,10,85,-75.0,1
Kiefer N.,Stoliarov A.,29,92,-63.0,1
Ivanisevic G.,Roddick A.,125,33,92.0,1
Henman T.,Schalken S.,11,28,-17.0,1
Escude N.,Grosjean S.,38,8,30.0,1
Black W.,Haas T.,149,21,128.0,1
Clement A.,Knippschild J.,12,96,-84.0,1
Martin T.,Srichaphan P.,34,117,-83.0,1
Massu N.,Meligeni F.,89,95,-6.0,1
Prinosil D.,Sanguinetti D.,46,67,-21.0,1
Cowan B.,Sampras P.,265,6,259.0,0
Pioline C.,Stoliarov A.,72,92,-20.0,0
Martin T.,Novak J.,34,42,-8.0,1
Ferrero J.C.,Stoltenberg J.,4,116,-112.0,1
Dent T.,Hewitt L.,143,5,138.0,0
Federer R.,Malisse X.,15,53,-38.0,1
Canas G.,Carlsen K.,49,1013,-964.0,1
Escude N.,Hewitt L.,38,5,33.0,1
Ivanisevic G.,Rafter P.,125,10,115.0,1
Agassi A.,Rafter P.,2,10,-8.0,0
Henman T.,Martin T.,11,34,-23.0,1
Prinosil D.,Safin M.,46,3,43.0,0
Gambill J.M.,Woodruff C.,16,97,-81.0,0
Llodra M.,Mantilla F.,121,87,34.0,0
Larsson M.,Rosset M.,280,75,205.0,1
Ilie A.,Johansson T.,65,14,51.0,0
Hipfl M.,Huet S.,91,179,-88.0,0
El Aynaoui Y.,Kempes E.,82,113,-31.0,1
Dupuis A.,Mamiit C.,69,111,-42.0,1
Chang M.,Vanek J.,48,94,-46.0,1
Canas G.,Gaudio G.,49,39,10.0,1
Draper S.,Woodbridge T.,259,201,58.0,0
Koubek S.,Schalken S.,84,28,56.0,0
Portas A.,Sanguinetti D.,23,67,-44.0,0
Parmar A.,Sa A.,211,115,96.0,1
Godwin N.,Moya C.,133,22,111.0,0
Coria G.,Meligeni F.,26,95,-69.0,0
Ivanisevic G.,Safin M.,125,3,122.0,1
Federer R.,Henman T.,15,11,4.0,0
Henman T.,Ivanisevic G.,11,125,-114.0,0
Dosedel S.,Vacek J.,102,142,-40.0,1
Boutter J.,Goldstein P.,103,76,27.0,0
Chang M.,Popp A.,24,114,-90.0,0
Goldstein P.,Tarango J.,76,60,16.0,1
Arazi H.,Lareau S.,38,133,-95.0,1
Haas T.,Rosset M.,23,33,-10.0,0
Philippoussis M.,Schalken S.,18,53,-35.0,1
Agassi A.,Martin T.,1,20,-19.0,1
Godwin N.,Vicente F.,203,31,172.0,1
Rusedski G.,Spadea V.,22,61,-39.0,0
Norman M.,Rochus O.,2,179,-177.0,0
Pioline C.,Voltchkov V.,6,237,-231.0,0
Agassi A.,Rafter P.,1,21,-20.0,0
Popp A.,Rosset M.,114,33,81.0,1
Henman T.,Philippoussis M.,14,18,-4.0,0
Enqvist T.,Vinck C.,8,160,-152.0,1
Gustafsson M.,Johansson T.,72,57,15.0,0
Chela J.I.,Voltchkov V.,54,237,-183.0,0
Massu N.,Vinck C.,69,160,-91.0,0
di Pasquale A.,Hipfl M.,49,97,-48.0,1
Levy H.,Stoltenberg J.,142,82,60.0,1
Fromberg R.,Rochus O.,66,179,-113.0,0
Rochus C.,Tillstrom M.,89,62,27.0,1
Parmar A.,Sa A.,137,83,54.0,1
Gambill J.M.,Santoro F.,56,30,26.0,1
El Aynaoui Y.,Lee M.,16,259,-243.0,1
Johansson T.,Meligeni F.,57,100,-43.0,1
Henman T.,Srichaphan P.,14,90,-76.0,1
Haas T.,Kiefer N.,23,12,11.0,1
Prinosil D.,Sargsian S.,84,79,5.0,1
Gambill J.M.,Sampras P.,56,3,53.0,0
Johansson T.,Rafter P.,57,21,36.0,0
Gimelstob J.,Sampras P.,99,3,96.0,0
Cowan B.,Gimelstob J.,172,99,73.0,0
Canas G.,Escude N.,144,17,127.0,0
Tieleman L.,Vinciguerra A.,96,39,57.0,0
Moya C.,Schuettler R.,51,77,-26.0,0
Huet S.,Prinosil D.,108,84,24.0,0
di Pasquale A.,Philippoussis M.,49,18,31.0,0
Kucera K.,Sampras P.,44,3,41.0,0
Enqvist T.,Gambill J.M.,8,56,-48.0,0
Rafter P.,Sampras P.,21,3,18.0,0
Grosjean S.,Tarango J.,28,60,-32.0,0
MacLagan M.,Nestor D.,353,154,199.0,0
Golmard J.,Koubek S.,70,36,34.0,1
Black B.,Pozzi G.,52,64,-12.0,1
Clement A.,Ivanisevic G.,58,65,-7.0,1
Lareau S.,Russell M.,133,183,-50.0,1
Dosedel S.,Lapentti N.,50,10,40.0,1
Pioline C.,Ruud C.,6,111,-105.0,1
Bhupathi M.,Huet S.,1049,108,941.0,0
Arthurs W.,Ferreira W.,94,37,57.0,0
Novak J.,Pozzi G.,45,64,-19.0,0
Eschauer W.,Martin A.,176,67,109.0,0
Nestor D.,Pavel A.,154,34,120.0,0
Siemerink J.,Woodbridge T.,123,171,-48.0,0
Damm M.,Prinosil D.,86,84,2.0,0
Agenor R.,Popp A.,98,114,-16.0,0
Melzer J.,Philippoussis M.,387,18,369.0,0
Pozzi G.,Rochus O.,64,179,-115.0,1
Ferreira W.,Pavel A.,37,34,3.0,1
Black B.,Ilie A.,52,43,9.0,1
Ferreira W.,Krajicek R.,37,27,10.0,1
Bower J.,Sanguinetti D.,509,87,422.0,1
Kuerten G.,Woodruff C.,4,46,-42.0,1
Kohlmann M.,Krajicek R.,189,27,162.0,0
Ljubicic I.,O'Brien A.,81,192,-111.0,0
Agassi A.,Dent T.,1,256,-255.0,1
Norman M.,Woodforde M.,2,191,-189.0,1
Koubek S.,Voinea A.,36,93,-57.0,1
Mirnyi M.,Ulihrach B.,59,85,-26.0,1
Escude N.,Schuettler R.,17,77,-60.0,0
Johansson T.,Kafelnikov Y.,57,5,52.0,1
Levy H.,Vinck C.,142,160,-18.0,0
Haas T.,Vinciguerra A.,23,39,-16.0,1
Clavet F.,Enqvist T.,42,8,34.0,0
Damm M.,Safin M.,86,9,77.0,1
Black B.,Voltchkov V.,52,237,-185.0,0
Rafter P.,Schuettler R.,21,77,-56.0,1
Delgado J.,Rafter P.,143,21,122.0,0
Jonsson F.,Martin T.,118,20,98.0,0
Parmar A.,Rosset M.,137,33,104.0,0
Black B.,Hrbaty D.,52,32,20.0,1
El Aynaoui Y.,Voltchkov V.,16,237,-221.0,0
Federer R.,Kafelnikov Y.,35,5,30.0,0
Bower J.,Kuerten G.,509,4,505.0,0
Popp A.,Rafter P.,114,21,93.0,0
Ferreira W.,Voltchkov V.,37,237,-200.0,0
Bjorkman J.,Sampras P.,78,3,75.0,0
Hrbaty D.,Zabaleta M.,32,40,-8.0,1
Gambill J.M.,Hewitt L.,56,7,49.0,1
Lee M.,Marin J.A.,259,68,191.0,1
Rosset M.,Squillari F.,33,19,14.0,1
Portas A.,Spadea V.,55,61,-6.0,1
O'Brien A.,Pozzi G.,192,64,128.0,0
Rafter P.,Woodbridge T.,21,171,-150.0,1
Rochus C.,Schalken S.,89,53,36.0,0
Gimelstob J.,Llodra M.,99,158,-59.0,1
Gustafsson M.,Mirnyi M.,72,59,13.0,1
Godwin N.,Martin A.,203,67,136.0,1
Bjorkman J.,Dosedel S.,78,50,28.0,1
Bjorkman J.,Godwin N.,78,203,-125.0,1
Agassi A.,Golmard J.,1,70,-69.0,1
Black B.,Portas A.,52,55,-3.0,1
Sampras P.,Voltchkov V.,3,237,-234.0,1
Agassi A.,Philippoussis M.,1,18,-17.0,1
Agassi A.,Prinosil D.,1,84,-83.0,1
Kuerten G.,Popp A.,4,114,-110.0,0
Arazi H.,Henman T.,38,14,24.0,0
Gambill J.M.,Goldstein P.,56,76,-20.0,1
Clement A.,Henman T.,58,14,44.0,0
Black W.,Kucera K.,166,44,122.0,0
Gustafsson M.,Kilderry P.,72,297,-225.0,1
Golmard J.,Saulnier C.,70,124,-54.0,1
Enqvist T.,Hantschk M.,8,92,-84.0,1
El Aynaoui Y.,Mantilla F.,16,75,-59.0,1
Damm M.,Petrovic D.,86,185,-99.0,1
Clavet F.,Gumy H.,42,88,-46.0,1
Chang M.,Gaudio G.,24,41,-17.0,1
Bjorkman J.,Medvedev A.,78,47,31.0,1
Arazi H.,Gaudi I.,38,218,-180.0,1
Bastl G.,Schalken S.,73,53,20.0,0
Sampras P.,Vanek J.,3,80,-77.0,1
Blanco G.,Safin M.,74,9,65.0,0
Gaudenzi A.,Santoro F.,91,30,61.0,0
Portas A.,Zib T.,55,121,-66.0,1
Alami K.,Llodra M.,29,158,-129.0,0
Berasategui A.,Pavel A.,113,34,79.0,0
